Signal Name,Original_Signal (Time Cut)
holding_voltage,2.986639108847058
unloading_parameter,[-3.82496700e-04  2.21134334e+00 -4.26162083e+03  2.73768805e+06]
peak_time,1923.1
peak_value,2.986678
peak_mean,2.9866519381237526
plus_minus_toleranz,0.0012984531173653878
U3,0.0976742011687457
U3_mean,0.09764813929249838
manufacturer,vishay
capacitance,50
typ,C
methode,A
klass,4
dut,2
version,2
U_R,3.0
ESR,0.022
I_c,3.589
I_dc,6.0





time,value,derivative
1923.1000000000001,2.986678,-1.7516000000016019
1923.1100000000001,2.969162,-3.4298500000031424
1923.1200000000001,2.918081,-3.2137500000029036
1923.13,2.904887,-0.9799500000008834
1923.14,2.898482,-0.5093000000004793
1923.15,2.894701,-0.370350000000343
1923.16,2.891075,-0.3626500000003148
1923.17,2.887448,-0.2970500000002687
1923.18,2.885134,-0.25460000000023797
1923.19,2.882356,-0.31255000000027167
1923.2,2.878883,-0.26235000000022524
1923.21,2.877109,-0.2083000000001789
1923.22,2.874717,-0.2469500000002256
1923.23,2.87217,-0.18905000000017935
1923.24,2.870936,-0.18130000000016366
1923.25,2.868544,-0.2160500000001946
1923.26,2.866615,-0.16975000000016394
1923.27,2.865149,-0.18520000000017944
1923.28,2.862911,-0.20835000000019477
1923.29,2.860982,-0.14275000000012028
1923.3,2.860056,-0.15435000000013588
1923.31,2.857895,-0.19290000000017926
1923.32,2.856198,-0.1311500000001331
1923.33,2.855272,-0.14659999999722118
1923.3400000000001,2.853266,-0.18904999999773509
1923.3500000000001,2.851491,-0.13120000000012055
1923.3600000000001,2.850642,-0.13890000000012037
1923.3700000000001,2.848713,-0.15815000000017676
1923.38,2.847479,-0.11185000000011769
1923.39,2.846476,-0.1620500000001357
1923.4,2.844238,-0.15050000000013597
1923.41,2.843466,-0.09645000000006121
1923.42,2.842309,-0.17360000000016385
1923.43,2.839994,-0.1582000000001642
1923.44,2.839145,-0.07330000000004588
1923.45,2.838528,-0.13115000000010468
1923.46,2.836522,-0.16205000000016412
1923.47,2.835287,-0.11190000000013356
1923.48,2.834284,-0.1466000000001202
1923.49,2.832355,-0.11575000000007662
1923.5,2.831969,-0.08100000000010255
1923.51,2.830735,-0.15815000000014834
1923.52,2.828806,-0.12735000000009222
1923.53,2.828188,-0.10035000000010541
1923.54,2.826799,-0.1466000000001486
1923.55,2.825256,-0.12345000000010486
1923.56,2.82433,-0.11185000000008927
1923.57,2.823019,-0.1504500000001201
1923.58,2.821321,-0.10805000000024734
1923.5900000000001,2.820858,-0.11575000000041769
1923.6000000000001,2.819006,-0.17360000000016385
1923.6100000000001,2.817386,-0.10800000000008936
1923.6200000000001,2.816846,-0.11190000000007672
1923.63,2.815148,-0.1620500000001357
1923.64,2.813605,-0.10415000000011787
1923.65,2.813065,-0.10800000000011778
1923.66,2.811445,-0.1620500000001357
1923.67,2.809824,-0.10805000000010523
1923.68,2.809284,-0.10030000000008954
1923.69,2.807818,-0.14275000000012028
1923.7,2.806429,-0.09260000000008972
1923.71,2.805966,-0.12730000000010477
1923.72,2.803883,-0.14275000000012028
1923.73,2.803111,-0.0694500000000744
1923.74,2.802494,-0.13505000000014888
1923.75,2.80041,-0.15435000000013588
1923.76,2.799407,-0.07330000000004588
1923.77,2.798944,-0.10415000000008945
1923.78,2.797324,-0.15045000000014852
1923.79,2.795935,-0.10415000000008945
1923.8,2.795241,-0.12730000000010477
1923.81,2.793389,-0.12345000000013329
1923.82,2.792772,-0.08875000000008981
1923.83,2.791614,-0.15434999999752108
1923.8400000000001,2.789685,-0.10799999999696297
1923.8500000000001,2.789454,-0.06175000000004616
1923.8600000000001,2.78845,-0.1582000000001358
1923.8700000000001,2.78629,-0.12730000000010477
1923.88,2.785904,-0.09260000000008972
1923.89,2.784438,-0.15430000000014843
1923.9,2.782818,-0.11190000000010514
1923.91,2.7822,-0.09645000000008963
1923.92,2.780889,-0.14275000000012028
1923.93,2.779345,-0.10035000000010541
1923.94,2.778882,-0.08485000000007403
1923.95,2.777648,-0.1466000000001202
1923.96,2.77595,-0.11190000000010514
1923.97,2.77541,-0.09645000000008963
1923.98,2.774021,-0.16590000000016403
1923.99,2.772092,-0.10415000000008945
1924.0,2.771938,-0.09260000000008972
1924.01,2.77024,-0.1389000000001488
1924.02,2.76916,-0.08870000000007394
1924.03,2.768466,-0.11575000000007662
1924.04,2.766845,-0.1620500000001357
1924.05,2.765225,-0.10415000000008945
1924.06,2.764762,-0.10800000000008936
1924.07,2.763065,-0.1582000000001358
1924.08,2.761598,-0.08490000000051623
1924.0900000000001,2.761367,-0.10415000000077157
1924.1000000000001,2.759515,-0.13505000000014888
1924.1100000000001,2.758666,-0.07330000000004588
1924.1200000000001,2.758049,-0.12730000000007635
1924.13,2.75612,-0.1389000000001488
1924.14,2.755271,-0.08875000000011823
1924.15,2.754345,-0.13890000000012037
1924.16,2.752493,-0.13115000000010468
1924.17,2.751722,-0.07715000000007421
1924.18,2.75095,-0.12350000000012074
1924.19,2.749252,-0.1273000000001332
1924.2,2.748404,-0.08485000000004561
1924.21,2.747555,-0.13120000000012055
1924.22,2.74578,-0.11575000000013347
1924.23,2.74524,-0.08485000000007403
1924.24,2.744083,-0.1466000000001202
1924.25,2.742308,-0.11190000000007672
1924.26,2.741845,-0.08490000000006148
1924.27,2.74061,-0.15815000000014834
1924.28,2.738682,-0.1157000000001176
1924.29,2.738296,-0.06945000000004597
1924.3,2.737293,-0.13505000000012046
1924.31,2.735595,-0.12345000000013329
1924.32,2.734824,-0.11185000000011769
1924.33,2.733358,-0.14664999999845918
1924.3400000000001,2.731891,-0.09649999999783176
1924.3500000000001,2.731428,-0.10030000000008954
1924.3600000000001,2.729885,-0.1466000000001486
1924.3700000000001,2.728496,-0.08490000000006148
1924.38,2.728187,-0.12730000000010477
1924.39,2.72595,-0.15815000000017676
1924.4,2.725024,-0.06175000000004616
1924.41,2.724715,-0.09645000000008963
1924.42,2.723095,-0.15045000000014852
1924.43,2.721706,-0.1080500000000768
1924.44,2.720934,-0.11190000000010514
1924.45,2.719468,-0.13885000000013292
1924.46,2.718157,-0.08100000000007412
1924.47,2.717848,-0.11575000000010505
1924.48,2.715842,-0.1504500000001201
1924.49,2.714839,-0.08875000000006139
1924.5,2.714067,-0.13120000000012055
1924.51,2.712215,-0.135000000000133
1924.52,2.711367,-0.0578500000000588
1924.53,2.711058,-0.11575000000013347
1924.54,2.709052,-0.15435000000013588
1924.55,2.707971,-0.08490000000006148
1924.56,2.707354,-0.1273000000001332
1924.57,2.705425,-0.13890000000012037
1924.58,2.704576,-0.06559999999976185
1924.5900000000001,2.704113,-0.13500000000058776
1924.6000000000001,2.701876,-0.13885000000013292
1924.6100000000001,2.701336,-0.06945000000004597
